SECURE_DELETE,ENABLE_ATOMIC_WRITE,ENABLE_STAT2,DISABLE_LFS,DISABLE_DIRSYNC,OMIT_AUTOMATIC_INDEX,OMIT_BETWEEN_OPTIMIZATION,OMIT_BTREECOUNT,OMIT_LIKE_OPTIMIZATION,OMIT_LOOKASIDE,OMIT_OR_OPTIMIZATION,OMIT_QUICKBALANCE,OMIT_SHARED_CACHE,OMIT_XFER_OPT,<$fillrand100K
1,1,0,0,1,0,0,1,1,1,0,0,0,0,0.041532736
0,1,0,1,0,0,0,1,1,0,0,1,0,1,0.097868381
1,0,0,0,1,0,1,0,1,0,0,1,0,1,0.063694806
1,1,0,0,0,1,0,0,1,0,1,0,0,1,0.038149213
1,0,0,1,0,0,0,1,0,1,1,0,1,0,0.034258163
0,0,1,1,1,0,0,0,0,0,1,1,0,0,0.040433091
0,0,0,1,0,1,1,0,1,0,1,0,0,0,0.022838775
1,1,0,1,1,0,0,0,0,1,0,1,0,1,0.076467603
0,0,0,0,0,1,1,1,1,0,0,0,0,0,0.074183725
0,1,1,0,0,1,0,1,0,0,0,0,1,1,0.029267467
0,0,0,0,0,1,0,1,1,1,0,1,1,0,0.069108442
1,1,0,0,1,1,0,0,0,1,0,0,1,1,0.08704111
1,1,0,0,0,1,0,0,1,0,0,1,1,1,0.129842666
0,1,1,0,1,0,0,0,0,1,0,1,0,1,0.077144307
1,0,0,0,0,1,1,0,1,0,0,1,0,0,0.138724412
0,0,1,0,1,1,0,0,1,0,1,1,0,1,0.103874133
0,1,1,1,0,1,0,0,1,0,1,1,0,0,0.103451193
0,1,1,1,0,1,1,0,0,1,0,0,1,0,0.045170022
1,1,1,0,1,1,1,1,0,0,0,0,1,1,0.047200135
0,1,0,0,0,1,0,0,0,0,0,0,1,1,0.114278464
0,0,1,0,0,0,1,1,1,1,1,0,0,1,0.094315683
1,1,0,1,1,1,1,0,0,1,1,0,0,0,0.038825918
0,1,0,1,0,1,1,1,0,0,0,1,0,0,0.086533581
1,0,1,1,0,0,1,1,1,0,1,1,0,0,0.066909152
1,0,0,1,0,0,0,0,0,0,1,0,0,1,0.050752834
1,1,0,1,0,0,1,1,1,0,0,1,0,0,0.129504314
1,0,1,1,0,0,0,1,1,0,0,1,0,0,0.078413128
0,1,0,1,1,1,0,1,0,1,1,0,0,1,0.056335645
1,1,0,1,1,1,0,1,1,0,0,0,1,0,0.065471155
1,1,1,1,1,1,0,0,1,0,0,1,1,0,0.0970225
1,0,1,0,1,0,1,0,1,0,0,1,0,0,0.138470648
0,0,0,1,1,0,0,1,0,0,0,1,1,1,0.087125698
0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.077651836
1,0,1,1,0,1,0,0,0,1,0,0,0,0,0.090255456
0,0,0,0,1,1,1,1,0,0,0,0,0,0,0.075537134
1,0,0,1,0,0,0,0,0,1,1,1,0,0,0.078666892
1,1,1,0,1,0,1,1,0,1,1,0,1,0,0.053036711
0,1,0,0,0,1,0,1,0,1,1,1,0,0,0.153104382
1,0,1,1,0,1,1,1,0,1,1,1,0,1,0.064625275
1,0,0,0,0,0,0,1,0,1,0,1,0,1,0.061410929
0,0,1,1,1,0,1,1,0,1,0,0,1,1,0.13187278
0,0,1,1,1,1,0,1,0,1,1,1,0,0,0.070631027
1,1,0,0,1,0,0,1,1,0,0,0,1,0,0.063694806
1,0,0,0,1,1,1,0,1,1,1,0,1,1,0.106411775
0,0,1,1,1,0,1,1,0,0,0,0,1,1,0.042886144
0,0,1,1,1,0,1,1,1,0,0,1,1,0,0.077144307
1,0,0,0,1,0,0,1,1,0,1,1,0,0,0.06394857
0,1,0,1,1,0,1,1,1,1,1,0,1,1,0.015902555
0,0,1,1,0,1,0,1,0,1,1,1,1,0,0.180426324
0,0,1,1,0,0,1,0,0,0,0,0,0,0,0.028421587
0,0,0,0,0,0,1,1,0,1,1,0,0,1,0.047284723
0,0,1,0,0,1,0,1,1,0,0,1,1,0,0.056251057
1,0,1,1,0,1,0,1,0,1,0,0,1,0,0.031889697
1,1,1,1,1,1,0,1,1,0,0,0,0,1,0.102182372
1,1,1,1,0,0,1,0,1,1,0,1,1,0,0.045931314
1,0,0,0,1,1,0,0,1,1,0,1,1,0,0.061326341
1,1,0,1,1,1,1,0,1,1,1,1,1,0,0.104381661
0,0,0,0,1,0,0,0,0,1,0,1,0,0,0.038318389
1,1,1,0,0,1,0,0,0,0,1,1,1,0,0.085349349
1,1,0,0,0,0,1,1,1,1,1,1,1,0,0.202080866
1,1,0,0,0,1,0,1,0,0,0,1,1,1,0.097107088
1,1,1,1,1,0,1,0,1,1,0,1,0,1,0.119522923
0,1,0,1,0,1,1,1,0,0,0,0,1,1,0.002368466
1,0,0,0,0,1,1,0,1,0,1,1,1,1,0.109118592
1,0,0,1,0,0,1,1,0,1,0,1,1,1,0.807308408
0,1,0,1,0,0,0,0,1,1,1,0,1,1,0.068431737
0,1,0,0,0,1,0,1,0,1,0,0,1,0,0.05701235
1,1,0,1,1,0,1,1,0,1,0,1,1,0,0.059972932
0,1,0,1,0,1,0,0,1,0,1,0,1,1,0.053713416
0,1,1,0,1,0,1,0,1,0,0,1,1,1,0.192099476
1,0,0,1,0,0,0,1,0,1,1,0,0,1,0.080612418
1,1,0,1,0,0,1,1,1,0,1,0,0,0,0.112755879
0,1,1,0,0,1,0,0,1,1,0,0,0,0,0.091947217
1,1,0,1,0,1,0,1,1,0,1,1,1,0,0.064963627
1,0,0,0,0,1,1,0,1,1,1,0,1,0,0.093300626
1,1,0,1,0,0,1,1,1,0,1,1,0,1,0.136271358
1,1,1,1,0,1,0,0,0,0,1,0,0,0,0.081289122
1,1,0,1,0,0,0,1,1,1,1,0,0,1,0.060226696
1,0,1,1,1,0,0,1,1,0,0,0,0,0,0.061241753
0,1,0,0,1,0,1,1,0,1,1,1,1,0,0.126966672
0,0,0,1,0,0,0,1,1,0,1,1,0,1,0.073422433
0,0,0,1,0,0,0,1,1,1,0,1,0,1,0.091947217
1,0,1,1,0,0,1,0,1,1,1,0,1,0,0.0417865
1,1,1,1,1,1,1,0,1,0,0,0,1,0,0.052782947
0,1,0,1,1,1,1,0,1,0,1,1,1,0,0.051514126
0,1,1,1,1,1,0,1,0,1,0,1,1,1,0.112332939
0,1,1,1,0,0,1,1,1,1,0,0,1,0,0.159110134
0,1,0,1,0,0,0,0,1,0,1,0,1,1,0.061580105
1,0,1,0,0,1,0,0,1,1,0,0,1,0,0.019709017
1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.075029606
1,1,1,0,1,1,0,0,1,0,0,1,0,0,0.076044662
0,1,1,0,0,1,1,0,0,1,0,0,0,1,0.078582304
0,1,1,1,1,1,1,0,0,1,0,0,0,0,0.026645238
0,0,1,0,1,1,0,0,1,1,1,1,0,0,0.07181526
0,0,1,0,1,1,0,0,1,0,1,1,0,0,0.1026899
1,0,1,0,1,1,0,1,1,0,0,0,1,0,0.343427508
1,0,0,1,0,1,1,1,1,1,1,1,1,1,0.072745728
1,0,1,1,1,1,1,1,1,1,1,1,1,0,0.127135848
0,1,0,1,0,0,1,0,0,0,0,1,0,0,0.042801556
1,0,1,1,1,1,0,0,0,0,1,0,0,0,0.071476907
1,1,0,0,1,1,0,0,0,0,1,1,0,0,0.064033159
0,1,0,1,1,0,0,0,0,0,0,0,1,1,0.035780748
1,0,1,1,1,1,1,0,0,1,0,0,1,0,0.077821012
0,0,1,1,0,1,0,0,0,0,1,0,0,0,0.036288276
1,1,0,0,1,0,1,0,1,1,1,0,1,1,0.090847572
1,1,1,0,1,1,1,0,1,1,0,1,0,1,0.106073422
0,0,0,0,1,0,0,1,1,0,0,0,0,1,0.107088479
1,1,1,1,1,0,0,0,0,1,0,1,0,0,0.132549484
0,0,0,0,1,0,0,0,0,1,0,1,1,0,0.081204534
0,0,0,0,1,0,1,1,0,1,1,1,1,0,0.071899848
0,0,1,1,0,0,1,0,1,1,1,1,1,0,0.324902724
1,1,0,1,0,0,0,0,1,1,1,1,1,0,0.180510912
1,1,1,1,0,0,0,1,1,1,0,0,1,0,0.059042463
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.120368804
0,0,0,1,0,1,0,1,1,1,0,1,0,1,0.058365759
0,0,1,0,1,0,0,1,0,1,1,1,0,1,0.038572154
1,0,0,0,1,0,1,1,0,0,1,1,0,1,0.047030959
0,1,1,1,1,0,0,0,1,1,1,1,1,0,0.080781594
1,0,0,1,0,0,0,0,1,0,1,0,0,0,0.06394857
0,0,0,1,1,0,0,1,1,1,1,0,0,1,0.101505667
0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.073084081
1,0,0,0,0,0,1,0,0,1,0,1,0,0,0.049314837
1,0,1,0,1,1,0,1,1,1,0,1,1,1,0.086026053
0,1,1,0,0,1,1,1,0,1,1,0,1,1,0.042463204
1,0,1,0,0,0,0,0,1,0,1,1,1,0,0.153696498
0,0,1,0,0,1,1,0,0,1,1,0,1,0,0.034088987
1,1,1,0,0,0,0,1,1,0,1,0,1,1,0.091947217
0,1,0,0,1,1,1,1,1,0,0,1,1,0,0.039418034
1,0,1,0,1,1,1,0,1,1,0,0,0,1,0.092031805
0,0,1,0,1,0,0,1,0,1,0,0,1,1,0.124767383
0,0,1,0,0,1,1,1,0,1,0,1,0,1,0.038995094
0,0,0,0,1,0,0,1,1,1,1,0,1,0,0.041109795
0,0,0,1,0,1,0,1,1,1,1,1,0,1,0.083234647
0,0,1,0,1,0,0,0,1,0,1,1,1,0,0.064117747
0,1,0,0,1,0,0,0,1,1,0,1,0,0,0.094569447
1,1,1,0,1,1,0,1,1,0,1,0,1,1,0.070800203
1,1,1,0,0,0,1,1,1,0,0,0,0,1,0.059380815
0,1,0,1,0,1,1,0,0,1,0,0,0,1,0.020301133
0,0,1,1,0,1,0,0,1,0,1,0,0,1,0.053713416
0,1,1,0,1,1,1,1,0,0,1,1,0,1,0.048553544
0,0,0,0,1,0,1,1,0,0,0,1,1,1,0.036372864
0,0,0,0,1,1,0,0,1,0,0,1,0,1,0.044070377
0,0,1,0,0,1,1,1,1,1,0,1,0,0,0.09355439
1,1,0,1,1,0,0,0,1,0,1,1,0,1,0.070884791
0,0,0,1,0,0,1,0,0,0,1,0,1,1,0.002875994
0,0,0,0,0,0,0,1,1,1,0,0,1,1,0.090255456
0,0,1,1,0,0,0,1,1,1,1,1,1,1,0.054643884
0,0,0,1,0,1,1,0,0,0,1,1,1,0,0.065809508
0,0,1,0,1,1,1,1,1,0,1,1,0,0,0.049484013
0,1,0,0,1,1,1,0,0,1,1,0,0,1,0.058196583
1,0,0,1,1,0,0,1,0,0,0,0,0,1,0.040263915
1,1,0,1,1,1,1,1,1,1,0,1,1,0,0.061072577
1,1,0,1,1,0,0,0,0,0,1,1,0,1,0.091355101
1,1,1,0,0,1,0,1,1,0,1,0,0,1,0.056081881
0,0,1,1,0,0,0,0,0,0,1,0,1,1,0.028252411
1,1,1,1,1,0,1,1,1,0,1,0,1,0,0.097530029
1,1,1,0,0,0,0,0,0,0,1,0,1,1,0.053205887
0,0,1,0,0,1,0,0,0,1,0,1,1,1,0.093723566
0,1,0,0,0,0,1,1,0,1,0,0,1,0,0.084080528
0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.019116901
1,1,0,0,0,0,1,1,0,1,1,1,0,1,0.049484013
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.034596515
1,0,0,1,0,0,1,0,1,1,0,1,1,1,0.069954322
0,0,1,1,1,0,0,1,1,0,0,1,1,1,0.058873287
1,0,1,0,0,1,1,0,1,0,0,1,0,0,0.155726611
0,0,1,0,1,0,1,1,0,0,0,1,0,1,0.058873287
1,1,0,1,1,1,1,1,1,1,0,0,0,0,0.103535781
1,1,1,1,1,0,0,0,0,1,1,0,0,0,0.024530536
1,0,1,1,1,1,1,1,0,0,0,1,1,0,0.046608019
0,0,0,0,1,0,0,1,0,1,1,0,1,1,0.043478261
0,1,0,0,0,1,1,0,0,1,1,0,1,1,0.02782947
1,0,0,1,0,1,0,1,1,0,1,0,1,1,0.029774996
1,1,1,1,0,1,1,1,0,1,1,1,1,0,0.15403485
1,1,0,1,1,0,1,0,1,0,0,0,0,1,0.064963627
0,0,1,1,1,0,1,0,1,0,1,1,0,1,0.091016748
0,1,1,1,0,0,0,0,1,1,0,0,1,0,0.033835222
1,1,0,0,1,1,0,1,1,0,0,1,1,0,0.062848926
1,1,1,0,0,0,1,1,0,1,1,1,1,0,0.130942311
0,1,1,1,1,0,1,0,0,0,1,1,1,0,0.087548638
0,0,0,1,0,1,1,1,0,1,1,0,1,1,0.065132803
0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.061326341
0,0,0,1,0,1,1,0,1,0,0,1,1,0,0.181695145
1,0,0,1,1,0,1,0,1,0,1,0,0,1,0.065809508
0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.035188631
1,0,0,1,0,1,1,0,0,1,1,0,1,1,0.042463204
0,1,1,1,1,0,0,1,0,0,1,1,0,0,0.090762984
0,1,1,0,0,1,0,1,1,0,0,0,0,1,0.081204534
0,0,0,0,0,1,1,1,0,0,1,0,0,0,0.057266114
0,1,0,0,1,1,0,1,0,1,1,1,1,1,0.058957875
0,0,1,1,1,0,1,1,1,0,0,1,0,0,0.074352901
0,1,1,0,1,0,1,1,1,0,1,0,0,0,0.022331247
0,1,0,1,0,0,0,0,1,0,1,1,1,0,0.136355947
1,1,1,1,1,1,0,0,1,1,1,1,0,0,0.058027407
0,0,1,0,1,0,1,1,1,1,1,0,1,1,0.094315683
0,0,1,0,0,1,0,1,1,1,1,1,0,1,0.096345796
1,0,0,0,0,0,1,0,0,0,0,0,1,1,0.076467603
1,0,1,0,1,0,0,0,0,1,0,0,1,1,0.056758586
